Tarih;Saat;Üretim KGÜP;Tüketim KGÜP ;Doğal Gaz;Rüzgar;Linyit;Taş Kömürü;İthal Kömür;Fuel Oil;Jeotermal;Barajlı;Nafta;Biokütle;motorin;lpg;biogaz;gol_tipi;kanal_tipi;gunes;lfg_copgazi;dalga;gel_git;nehir;rezervuarli;prolitik;siyah_likor;lng;proses_atik_isisi;asfaltit;rezervuarli_kanal_tipi;Lisanssız Üretim KGÜP;
06/08/2026;4;38783.44;-38016.22;5799.73;6478.53;5136.00;239.00;9400.50;0.80;883.10;0;0.00;799.01;0;0.00;4.24;0;1466.31;0.00;87.22;0;0;156.23;8124.77;0.00;0;0;4.90;146.00;57.10;121.88;
06/08/2026;5;37974.70;-37429.15;5347.77;6558.27;5138.00;239.00;9400.50;0.80;889.21;0;0.00;790.84;0;0.00;4.24;0;1486.34;10.57;87.22;0;0;160.77;7653.17;0.00;0;0;4.90;146.00;57.10;192.07;
06/08/2026;6;36440.30;-36673.34;4101.97;6732.75;5120.70;239.00;9404.50;0.80;893.18;0;0.00;813.86;0;0.00;4.44;0;1349.60;389.33;82.83;0;0;144.15;6976.99;0.00;0;0;5.70;146.00;34.50;1047.87;
06/08/2026;7;36436.73;-38900.42;3895.01;6425.20;5028.69;239.00;9244.50;0.80;889.04;0;0.00;813.00;0;0.00;4.44;0;1338.50;1556.21;84.25;0;0;143.15;6603.04;0.00;0;0;5.90;146.00;20.00;3749.72;
06/08/2026;8;38608.62;-45074.71;4258.16;6073.57;5128.10;239.00;9376.50;0.80;868.75;0;0.00;838.68;0;1.00;4.74;0;1457.52;2429.36;93.09;0;0;148.91;7525.34;0.00;0;0;4.80;146.00;14.30;7556.81;
06/08/2026;9;38481.62;-48545.45;4112.16;5845.51;5140.00;239.00;9396.50;1.50;848.99;0;0.00;872.95;0;1.00;4.74;0;1443.49;2670.57;93.78;0;0;152.48;7483.35;0.00;0;0;4.80;146.00;24.80;11243.08;
06/08/2026;10;37600.65;-50556.99;3907.53;5895.87;4949.39;239.00;9274.29;2.00;816.03;0;0.00;884.00;0;1.00;4.54;0;1399.28;2805.60;88.38;0;0;85.70;7071.44;0.00;0;0;4.80;146.00;25.80;13885.93;
06/08/2026;11;37860.71;-52141.48;3911.76;6080.08;5018.70;239.00;9359.46;2.40;791.47;0;0.00;931.32;0;1.00;4.54;0;1383.45;2849.73;88.76;0;0;64.46;6966.08;0.00;0;0;4.70;146.00;17.80;15380.22;
06/08/2026;12;37080.82;-51781.85;3949.13;6122.30;4837.70;239.00;8884.20;2.70;762.54;0;0.00;930.08;0;1.40;4.54;0;1330.17;2810.46;87.56;0;0;38.41;6912.13;0.00;0;0;4.70;146.00;17.80;15938.60;
06/08/2026;13;38702.25;-52861.15;4402.68;6322.00;5069.69;239.00;9365.50;2.30;744.09;0;0.00;926.54;0;1.40;4.54;0;1350.89;2852.03;87.50;0;0;101.72;7063.27;0.00;0;0;5.30;146.00;17.80;15574.20;
06/08/2026;14;41527.51;-53952.06;4640.90;6606.28;5040.00;239.00;9364.50;1.40;725.03;0;0.00;923.31;0;1.40;4.54;0;1405.44;2813.66;91.88;0;0;148.90;9316.97;0.00;0;0;5.50;146.00;52.80;14346.67;
06/08/2026;15;43824.66;-53971.04;5239.26;6857.14;5092.90;239.00;9409.50;0.80;707.30;0;0.00;909.75;0;1.40;4.54;0;1468.14;2714.96;91.02;0;0;143.44;10753.41;0.00;0;0;5.30;146.00;40.80;12238.04;
06/08/2026;16;46642.71;-53680.47;6907.07;7144.02;5111.20;239.00;9400.50;0.80;707.48;0;0.00;901.54;0;1.40;4.24;0;1551.76;2508.93;92.61;0;0;150.80;11723.06;0.00;0;0;5.20;146.00;47.10;9123.54;
06/08/2026;17;49064.98;-52599.90;8477.87;7306.42;5208.59;210.00;9386.50;0.80;708.74;0;0.00;894.43;0;1.40;4.24;0;1781.37;1915.85;93.11;0;0;162.61;12717.15;0.00;0;0;5.30;146.00;44.60;5398.46;
06/08/2026;18;50554.88;-50616.37;9267.76;7247.33;5213.30;210.00;9439.50;0.80;720.74;0;0.00;847.86;0;1.40;4.14;0;1937.19;811.74;93.32;0;0;124.30;14441.50;0.00;0;0;5.40;146.00;42.60;2041.81;
06/08/2026;19;51434.27;-50183.14;10008.67;7094.04;5275.60;239.00;9437.50;0.80;740.34;0;0.00;851.32;0;1.40;4.14;0;2202.84;79.66;92.74;0;0;200.21;15003.71;0.00;0;0;5.30;146.00;51.00;396.35;
06/08/2026;20;52236.55;-50958.12;10294.71;6888.98;5450.00;239.00;9437.50;0.80;761.77;0;0.00;855.06;0;1.40;4.14;0;2504.47;104.83;92.02;0;0;289.80;15110.67;0.00;0;0;4.80;146.00;50.60;107.78;
06/08/2026;21;51576.33;-50115.93;10178.40;6688.80;5272.00;239.00;9443.50;0.80;788.19;0;0.00;837.59;0;1.40;4.14;0;2418.32;49.70;91.82;0;0;233.00;15128.17;0.00;0;0;4.90;146.00;50.60;97.17;
06/08/2026;22;49915.84;-48350.46;10006.20;6335.39;5319.00;239.00;9443.50;0.80;810.26;0;0.00;851.11;0;1.40;4.24;0;2103.00;0.00;91.77;0;0;220.80;14287.97;0.00;0;0;4.80;146.00;50.60;95.87;
06/08/2026;23;47991.98;-46512.68;9091.87;5788.54;5380.00;239.00;9443.50;0.80;828.26;0;0.00;837.99;0;1.40;4.24;0;1877.75;0.00;87.36;0;0;171.40;14038.47;0.00;0;0;4.80;146.00;50.60;91.71;
07/08/2026;0;45465.91;-43539.70;8423.83;5327.16;5360.00;239.00;9433.50;0.60;852.20;0;0.00;847.95;0;0.00;4.34;0;1761.15;0.00;86.60;0;0;46.30;12851.38;0.00;0;0;5.00;146.00;80.90;96.09;
07/08/2026;1;42982.40;-41068.74;7730.63;5008.61;5365.00;239.00;9433.50;0.60;861.02;0;0.00;848.12;0;0.00;4.34;0;1658.28;0.00;86.72;0;0;89.50;11424.28;0.00;0;0;5.90;146.00;80.90;95.36;
07/08/2026;2;41199.72;-39301.38;7148.82;4852.61;5349.00;239.00;9438.50;0.60;875.28;0;0.00;851.07;0;0.00;4.34;0;1545.70;0.00;86.72;0;0;149.90;10418.88;0.00;0;0;5.90;146.00;87.40;93.77;
07/08/2026;3;39908.74;-38174.80;6874.62;4830.65;5338.00;239.00;9440.00;0.60;887.29;0;0.00;848.62;0;0.00;4.34;0;1439.92;0.00;86.72;0;0;146.70;9533.08;0.00;0;0;5.80;146.00;87.40;96.86;
07/08/2026;4;38730.12;-37219.73;6315.02;4890.93;5370.20;229.00;9438.50;0.60;898.00;0;0.00;843.17;0;0.00;4.34;0;1449.91;0.00;85.47;0;0;149.10;8816.68;0.00;0;0;5.80;146.00;87.40;106.60;
07/08/2026;5;37961.34;-36607.35;6184.11;4902.08;5357.00;239.00;9438.50;0.60;907.31;0;0.00;843.59;0;0.00;4.34;0;1421.90;8.59;85.47;0;0;148.17;8181.38;0.00;0;0;5.90;146.00;87.40;178.57;
07/08/2026;6;36390.12;-36018.75;5472.90;4859.18;5356.80;239.00;9439.50;0.60;910.95;0;0.00;854.60;0;0.00;4.54;0;1342.67;370.75;81.06;0;0;141.97;7115.10;0.00;0;0;1.80;146.00;52.70;1037.03;
07/08/2026;7;36014.28;-38417.80;4840.36;4839.05;5344.69;239.00;9376.00;0.70;905.35;0;0.00;869.64;0;0.00;4.44;0;1339.44;1513.40;81.99;0;0;129.23;6332.69;0.00;0;0;2.00;146.00;50.30;3821.75;
07/08/2026;8;38442.26;-44915.17;5339.36;4757.16;5317.90;239.00;9378.50;1.50;885.81;0;0.00;901.84;0;0.00;4.74;0;1446.08;2396.63;91.95;0;0;82.40;7408.49;0.00;0;0;0.30;146.00;44.60;7851.51;
07/08/2026;9;38361.11;-48374.21;5307.22;4595.68;5246.00;239.00;9397.50;2.30;856.79;0;0.00;925.39;0;0.00;4.74;0;1409.68;2659.70;89.71;0;0;87.89;7345.11;0.00;0;0;0.30;146.00;48.10;11746.12;
07/08/2026;10;37757.28;-50356.07;5004.61;4527.37;5193.59;239.00;9406.50;2.80;824.97;0;0.00;935.07;0;0.00;4.54;0;1375.72;2791.27;84.58;0;0;140.50;7032.36;0.00;0;0;0.30;146.00;48.10;14687.06;
07/08/2026;11;37449.49;-51841.21;4770.08;4561.44;5206.30;239.00;9408.50;3.20;795.18;0;0.00;942.99;0;0.00;4.54;0;1370.93;2836.78;84.84;0;0;127.13;6904.28;0.00;0;0;0.20;146.00;48.10;16323.03;
07/08/2026;12;35996.67;-50910.57;4166.25;4820.25;4846.09;239.00;8946.50;3.50;767.48;0;0.00;946.72;0;0.00;4.74;0;1284.52;2802.16;80.94;0;0;40.14;6849.48;0.00;0;0;4.80;146.00;48.10;16876.17;
07/08/2026;13;36914.03;-51247.93;4213.06;5055.39;4941.60;239.00;9404.06;3.10;745.93;0;0.00;940.85;0;0.00;4.74;0;1297.75;2827.72;81.17;0;0;29.58;6931.28;0.00;0;0;4.70;146.00;48.10;16504.91;
07/08/2026;14;40523.95;-53512.12;5296.65;5276.01;5134.69;239.00;9343.50;2.20;723.17;0;0.00;920.18;0;0.00;4.54;0;1361.71;2796.48;80.99;0;0;138.17;9007.56;0.00;0;0;5.00;146.00;48.10;15134.74;
07/08/2026;15;43107.12;-53599.54;6278.37;5614.75;5216.90;239.00;9205.50;1.60;709.84;0;0.00;882.63;0;0.00;4.74;0;1440.37;2673.88;86.61;0;0;133.13;10397.90;0.00;0;0;4.80;146.00;71.10;12801.07;
07/08/2026;16;45923.23;-53279.01;7440.57;5886.64;5245.90;239.00;9166.50;0.60;708.92;0;0.00;865.73;0;0.00;4.24;0;1516.74;2460.15;89.29;0;0;135.01;11935.84;0.00;0;0;4.70;146.00;77.40;9514.63;
07/08/2026;17;48211.34;-51867.82;9783.67;5943.89;5248.10;239.00;9082.50;0.60;709.84;0;0.00;850.10;0;0.00;4.34;0;1632.75;1822.04;92.93;0;0;169.49;12406.89;0.00;0;0;4.80;146.00;74.40;5544.51;
07/08/2026;18;49279.08;-49770.60;10170.93;5893.51;5251.60;239.00;8764.50;0.60;724.04;0;0.00;830.96;0;0.00;4.14;0;1885.78;732.86;93.39;0;0;188.90;14276.27;0.00;0;0;5.70;146.00;70.90;2106.03;
07/08/2026;19;50516.54;-49193.64;10518.83;5828.39;5305.10;239.00;8762.50;0.60;743.40;0;0.00;819.09;0;0.00;4.14;0;2246.12;65.26;92.77;0;0;170.71;15499.33;0.00;0;0;5.60;146.00;69.70;387.79;
07/08/2026;20;51091.46;-50088.20;10398.77;5777.01;5392.00;239.00;8762.50;0.60;766.29;0;0.00;821.78;0;0.00;4.14;0;2527.16;112.80;92.23;0;0;194.10;15771.28;0.00;0;0;4.90;146.00;80.90;86.14;
07/08/2026;21;50563.69;-49261.86;10433.22;5381.62;5327.00;239.00;8813.50;0.60;794.45;0;0.00;825.07;0;0.00;4.14;0;2397.91;86.70;91.55;0;0;246.00;15691.03;0.00;0;0;5.00;146.00;80.90;79.46;
07/08/2026;22;48480.30;-47511.60;10243.79;5045.78;5324.00;239.00;8813.50;0.60;813.82;0;0.00;825.79;0;0.00;4.24;0;2083.45;0.00;91.55;0;0;214.40;14549.38;0.00;0;0;4.10;146.00;80.90;79.79;
07/08/2026;23;47255.41;-45578.42;10101.46;4683.13;5320.00;239.00;8813.50;0.60;834.05;0;0.00;808.80;0;0.00;4.24;0;1910.03;0.00;91.07;0;0;187.20;14031.43;0.00;0;0;4.00;146.00;80.90;79.76;
08/08/2026;0;44579.31;-43269.92;9188.70;4475.30;5284.60;239.00;8769.50;2.20;855.60;0;0.00;802.84;0;1.40;4.14;0;1818.55;0.00;86.70;0;0;114.70;12703.78;0.00;0;0;4.20;146.00;82.10;81.30;
08/08/2026;1;42172.15;-40815.67;8223.59;4181.66;5278.60;239.00;8769.50;2.20;866.42;0;0.00;819.80;0;1.40;4.14;0;1694.76;0.00;86.70;0;0;151.40;11618.98;0.00;0;0;5.90;146.00;82.10;81.77;
08/08/2026;2;40452.68;-39001.90;7477.19;4177.62;5273.60;239.00;8774.50;2.20;884.98;0;0.00;809.40;0;1.40;4.14;0;1660.92;0.00;86.70;0;0;144.30;10677.03;0.00;0;0;5.10;146.00;88.60;83.38;
08/08/2026;3;39020.97;-37797.02;6597.09;4266.48;5215.60;239.00;8774.50;2.20;896.89;0;0.00;811.25;0;1.40;4.14;0;1448.89;0.00;86.80;0;0;88.40;10348.73;0.00;0;0;5.00;146.00;88.60;85.91;
08/08/2026;4;37843.05;-36793.78;5984.29;4467.97;5274.10;239.00;8774.50;2.20;909.04;0;0.00;810.17;0;1.40;4.14;0;1440.61;0.01;85.39;0;0;130.80;9479.73;0.00;0;0;5.10;146.00;88.60;98.29;
08/08/2026;5;37081.49;-36153.90;6119.85;4675.34;5211.60;239.00;8774.50;2.20;916.15;0;0.00;810.79;0;1.40;4.14;0;1479.59;7.25;85.38;0;0;91.47;8423.13;0.00;0;0;5.10;146.00;88.60;170.50;
08/08/2026;6;35184.50;-35176.08;4956.75;4847.12;5237.60;231.00;8775.50;2.20;921.18;0;0.00;818.61;0;1.40;4.34;0;1404.68;357.53;86.46;0;0;74.17;7260.96;0.00;0;0;5.10;146.00;53.90;999.00;
08/08/2026;7;33466.32;-36312.47;2883.01;5017.99;5010.00;239.00;8571.60;2.40;916.14;0;0.00;841.94;0;1.40;4.34;0;1280.74;1483.31;87.19;0;0;146.24;6778.32;0.00;0;0;5.20;146.00;51.50;3799.84;
08/08/2026;8;34295.19;-41018.44;2528.75;4845.15;5015.00;231.00;8094.50;3.20;891.91;0;0.00;871.74;0;1.40;4.64;0;1347.17;2352.69;89.29;0;0;125.32;7697.33;0.00;0;0;4.30;146.00;45.80;8025.42;
08/08/2026;9;33805.44;-44312.40;2527.32;4739.17;5073.60;231.00;7561.20;4.00;867.20;0;0.00;883.69;0;1.40;4.64;0;1281.48;2630.09;90.31;0;0;149.95;7560.79;0.00;0;0;4.30;146.00;49.30;12009.15;
08/08/2026;10;32961.92;-46701.65;2525.64;5010.14;5104.60;239.00;6297.50;4.70;834.62;0;0.00;897.95;0;1.40;4.64;0;1316.63;2755.07;84.65;0;0;148.48;7537.20;0.00;0;0;4.40;146.00;49.30;14869.88;
08/08/2026;11;32732.85;-48367.33;2437.02;5250.46;5136.29;239.00;6004.50;5.00;798.67;0;0.00;904.23;0;1.40;4.64;0;1299.78;2808.72;81.05;0;0;108.73;7453.86;0.00;0;0;4.20;146.00;49.30;16429.52;
08/08/2026;12;32818.78;-48204.69;2447.00;5676.82;5117.00;239.00;5658.90;5.10;766.34;0;0.00;900.61;0;1.40;4.64;0;1234.63;2780.46;79.55;0;0;34.57;7672.36;0.00;0;0;5.10;146.00;49.30;16921.00;
08/08/2026;13;33827.13;-49227.98;2447.76;6153.32;5075.20;239.00;6262.50;4.70;749.19;0;0.00;914.06;0;1.40;4.64;0;1244.87;2799.00;82.86;0;0;27.04;7621.29;0.00;0;0;5.00;146.00;49.30;16564.70;
08/08/2026;14;35924.59;-49649.05;2617.69;6755.40;5066.90;239.00;6869.00;4.00;727.21;0;0.00;906.76;0;1.40;4.64;0;1265.26;2741.46;83.21;0;0;96.57;8345.49;0.00;0;0;5.30;146.00;49.30;15276.71;
08/08/2026;15;37766.10;-49094.08;2753.49;7251.13;5108.50;239.00;7643.50;3.20;711.59;0;0.00;899.76;0;1.40;4.64;0;1263.81;2658.31;85.44;0;0;136.51;8782.42;0.00;0;0;5.10;146.00;72.30;13047.83;
08/08/2026;16;40381.36;-48572.03;3276.72;7609.55;5295.40;239.00;8364.50;2.20;701.68;0;0.00;886.48;0;1.40;4.34;0;1334.08;2394.57;92.51;0;0;139.86;9809.47;0.00;0;0;5.00;146.00;78.60;9713.12;
08/08/2026;17;44334.05;-47887.78;5179.52;7927.97;5400.70;239.00;8614.50;2.20;700.63;0;0.00;838.70;0;1.40;4.34;0;1426.42;1723.32;91.69;0;0;111.72;11845.34;0.00;0;0;5.00;146.00;75.60;5716.88;
08/08/2026;18;47315.93;-47327.69;6850.01;8052.27;5432.60;239.00;8764.50;2.20;714.34;0;0.00;815.03;0;1.40;4.14;0;1652.90;696.50;92.19;0;0;125.32;13649.53;0.00;0;0;5.90;146.00;72.10;2141.44;
08/08/2026;19;49306.36;-47348.80;8290.92;8064.81;5436.00;239.00;8762.50;2.20;734.00;0;0.00;802.86;0;1.40;4.14;0;2149.79;68.46;91.78;0;0;233.29;14202.41;0.00;0;0;5.90;146.00;70.90;391.39;
08/08/2026;20;50149.52;-48168.43;8342.19;8019.18;5532.00;239.00;8762.50;2.20;756.39;0;0.00;807.35;0;1.40;4.14;0;2427.98;112.80;88.88;0;0;249.88;14569.88;0.00;0;0;5.65;146.00;82.10;105.83;
08/08/2026;21;49419.22;-47409.21;8243.61;8088.41;5539.00;239.00;8762.50;2.20;773.77;0;0.00;804.70;0;1.40;4.14;0;2276.41;59.70;88.20;0;0;251.80;14050.98;0.00;0;0;5.30;146.00;82.10;99.93;
08/08/2026;22;47631.37;-45777.54;7735.98;8087.85;5544.00;239.00;8762.50;2.20;798.62;0;0.00;818.76;0;1.40;4.14;0;1914.19;0.00;88.15;0;0;208.90;13193.28;0.00;0;0;4.30;146.00;82.10;101.30;
08/08/2026;23;46243.83;-43833.26;6663.52;8108.05;5535.00;239.00;8762.50;2.20;814.15;0;0.00;797.81;0;1.40;4.14;0;1811.63;0.00;86.85;0;0;188.40;12996.78;0.00;0;0;4.30;146.00;82.10;98.94;
09/08/2026;0;43705.31;-41187.59;4707.50;8190.13;5442.00;239.00;8757.50;0.00;831.60;0;0.00;783.05;0;1.40;4.24;0;1851.92;0.00;85.40;0;0;161.30;12417.97;0.00;0;0;4.20;146.00;82.10;93.98;
09/08/2026;1;41482.92;-38919.52;3520.50;8384.51;5428.00;239.00;8757.50;0.00;844.92;0;0.00;781.70;0;1.40;4.24;0;1788.39;0.00;84.10;0;0;152.80;11261.86;0.00;0;0;5.90;146.00;82.10;94.08;
09/08/2026;2;39367.20;-36976.46;2445.59;8520.73;5404.00;239.00;8762.50;0.00;860.48;0;0.00;783.31;0;1.40;4.24;0;1571.60;0.00;85.39;0;0;194.10;10255.16;0.00;0;0;5.10;146.00;88.60;97.27;
09/08/2026;3;38236.72;-35645.36;1865.20;8562.65;5376.00;239.00;8578.50;0.00;877.73;0;0.00;790.20;0;1.40;4.24;0;1484.44;0.00;87.80;0;0;211.20;9918.56;0.00;0;0;5.20;146.00;88.60;106.36;
09/08/2026;4;37346.58;-34558.10;1745.24;8795.69;5312.00;239.00;8458.50;0.00;889.34;0;0.00;799.23;0;1.40;4.24;0;1483.83;0.00;86.45;0;0;197.70;9117.16;0.00;0;0;5.20;146.00;65.60;118.48;
09/08/2026;5;36143.13;-33688.97;1745.74;8810.72;5308.00;239.00;8458.50;0.00;896.25;0;0.00;806.05;0;1.40;4.24;0;1451.26;5.50;86.45;0;0;209.35;7908.07;0.00;0;0;5.10;146.00;61.50;201.74;
09/08/2026;6;33686.15;-32409.04;1746.03;8804.55;5185.00;239.00;7001.30;0.00;901.68;0;0.00;814.40;0;1.40;4.44;0;1444.08;320.77;87.54;0;0;208.46;6728.90;0.00;0;0;5.00;146.00;47.60;1062.09;
09/08/2026;7;30795.55;-32697.88;1260.19;8622.87;4653.80;239.00;4544.90;0.20;896.44;0;0.00;834.42;0;1.40;4.44;0;1258.90;1355.64;82.92;0;0;32.97;6807.26;0.00;0;0;5.40;146.00;48.80;3966.72;
09/08/2026;8;29041.96;-35320.17;1253.67;7827.22;4535.10;239.00;4179.50;1.00;872.71;0;0.00;849.40;0;1.40;3.80;0;970.83;2152.97;83.91;0;0;81.73;5793.62;0.00;0;0;4.30;146.00;45.80;8366.48;
09/08/2026;9;27346.57;-37689.62;1271.29;7774.06;4461.00;239.00;3943.50;1.80;848.79;0;0.00;882.44;0;1.40;3.80;0;844.35;2337.79;84.63;0;0;86.65;4366.47;0.00;0;0;4.30;146.00;49.30;12463.66;
09/08/2026;10;26946.75;-40152.38;1279.39;7652.26;4457.90;239.00;3886.50;2.50;821.62;0;0.00;892.28;0;1.40;3.80;0;741.37;2331.33;83.70;0;0;86.21;4267.79;0.00;0;0;4.40;146.00;49.30;15263.46;
09/08/2026;11;27417.62;-42057.55;1283.61;7924.19;4417.00;239.00;3837.50;3.00;795.28;0;0.00;899.96;0;1.40;3.80;0;724.89;2383.33;85.42;0;0;155.21;4464.53;0.00;0;0;4.20;146.00;49.30;16751.98;
09/08/2026;12;27713.97;-42650.09;1281.29;8315.36;4430.00;119.00;3884.50;3.00;764.44;0;0.00;902.85;0;1.40;3.80;0;721.81;2387.77;84.31;0;0;87.28;4526.76;0.00;0;0;5.10;146.00;49.30;17187.11;
09/08/2026;13;28979.93;-43721.90;1283.55;8552.54;4460.10;119.00;3884.50;2.30;739.99;0;0.00;904.34;0;1.40;3.80;0;726.76;2345.63;84.27;0;0;86.22;5584.43;0.00;0;0;5.80;146.00;49.30;16856.14;
09/08/2026;14;31013.17;-44204.96;1280.46;8496.72;4483.80;119.00;3836.50;1.80;715.67;0;0.00;900.03;0;1.40;3.80;0;701.81;2322.73;84.05;0;0;132.13;7736.17;0.00;0;0;6.10;146.00;45.00;15523.03;
09/08/2026;15;32976.73;-44132.71;1249.47;9382.25;4498.80;119.00;3906.50;1.00;704.33;0;0.00;886.33;0;1.40;3.80;0;952.68;2451.69;80.88;0;0;151.70;8391.50;0.00;0;0;5.90;146.00;43.50;13245.95;
09/08/2026;16;35857.72;-44095.23;1276.34;10071.26;4546.70;119.00;4122.50;0.00;694.81;0;0.00;872.74;0;1.40;3.30;0;1310.10;2297.40;80.61;0;0;176.74;10089.52;0.00;0;0;5.80;146.00;43.50;9976.97;
09/08/2026;17;39998.11;-43852.28;1605.03;10562.49;4588.10;119.00;6382.10;0.00;693.38;0;0.00;864.34;0;1.40;4.17;0;1342.39;1631.77;94.19;0;0;163.92;11752.43;0.00;0;0;5.90;146.00;41.50;5979.92;
09/08/2026;18;43660.55;-43750.76;2709.07;10642.50;4902.70;119.00;8419.50;0.00;702.98;0;0.00;823.92;0;1.40;4.14;0;1430.67;684.99;94.66;0;0;235.77;12675.85;0.00;0;0;5.90;146.00;61.50;2315.46;
09/08/2026;19;46241.68;-44082.78;4098.59;10553.22;4992.10;119.00;8577.50;0.00;719.24;0;0.00;812.63;0;1.40;3.99;0;2026.08;58.74;94.07;0;0;289.60;13676.32;0.00;0;0;5.90;146.00;67.30;451.54;
09/08/2026;20;47520.38;-45356.93;4346.45;10527.35;5002.00;119.00;8577.50;0.00;743.63;0;0.00;812.56;0;1.40;3.99;0;2361.06;95.41;93.34;0;0;309.40;14293.69;0.00;0;0;5.20;146.00;82.40;141.05;
09/08/2026;21;47301.43;-44886.55;4462.44;10447.82;5010.00;119.00;8722.50;0.00;766.09;0;0.00;815.64;0;1.40;4.14;0;2305.64;54.62;92.63;0;0;290.70;13975.89;0.00;0;0;4.82;146.00;82.10;128.32;
09/08/2026;22;45664.42;-43498.36;4154.40;10194.69;5020.00;119.00;8722.50;0.00;791.82;0;0.00;817.07;0;1.40;4.14;0;2087.56;0.00;92.65;0;0;281.90;13144.89;0.00;0;0;4.30;146.00;82.10;125.38;
09/08/2026;23;44215.70;-41999.67;3300.90;10020.30;5003.00;119.00;8722.50;0.00;811.35;0;0.00;812.08;0;1.40;4.14;0;1894.79;0.00;92.65;0;0;196.60;13004.59;0.00;0;0;4.30;146.00;82.10;123.18;
10/08/2026;0;42541.74;-40708.88;2384.06;9732.74;4845.60;119.00;8613.50;0.60;823.20;0;0.00;801.61;0;0;4.24;0;1866.34;0.00;92.38;0;0;254.80;12770.97;0.00;0;0;4.50;146.00;82.20;127.32;
10/08/2026;1;40316.15;-38383.09;2007.53;9587.91;4823.60;119.00;8468.50;0.60;830.82;0;0.00;801.19;0;0;4.24;0;1643.32;0.00;88.37;0;0;256.80;11451.07;0.00;0;0;5.00;146.00;82.20;129.19;
10/08/2026;2;38609.02;-36627.21;1981.94;9410.19;4558.60;119.00;8167.50;0.60;846.48;0;0.00;803.47;0;0;4.24;0;1468.45;0.00;88.38;0;0;215.30;10728.67;0.00;0;0;4.50;146.00;65.70;127.74;
10/08/2026;3;37213.15;-35532.51;2007.05;9371.83;4564.60;119.00;7352.00;0.60;858.07;0;0.00;804.57;0;0;4.24;0;1473.14;0.00;89.68;0;0;182.10;10174.17;0.00;0;0;4.50;146.00;61.60;131.06;
10/08/2026;4;36420.08;-34631.14;1991.95;9337.12;4561.60;119.00;7252.50;0.60;869.28;0;0.00;801.21;0;0;4.24;0;1464.70;0.12;88.38;0;0;205.31;9514.17;0.00;0;0;4.50;146.00;59.40;141.63;
10/08/2026;5;35645.03;-34082.94;1993.71;9167.74;4570.00;119.00;7366.50;0.60;876.20;0;0.00;800.96;0;0;4.24;0;1461.45;7.27;88.38;0;0;205.11;8773.97;0.00;0;0;4.50;146.00;59.40;213.39;
10/08/2026;6;34320.90;-33686.70;1997.83;9192.61;4582.40;179.00;7043.70;0.60;879.98;0;0.00;810.71;0;0;4.44;0;1446.41;303.62;83.96;0;0;221.34;7376.10;0.00;0;0;4.50;146.00;47.70;1022.85;
10/08/2026;7;34475.03;-36408.26;1995.76;8971.33;4570.50;239.00;6089.10;0.80;875.74;0;0.00;827.52;0;0;4.44;0;1407.54;1390.14;84.89;0;0;161.72;7657.15;0.00;0;0;4.50;146.00;48.90;3707.77;
10/08/2026;8;37508.86;-43589.42;2079.50;8820.54;4564.30;239.00;7383.70;1.60;858.71;0;0.00;863.86;0;0;4.74;0;1464.94;2309.79;93.87;0;0;221.91;8406.25;0.00;0;0;4.25;146.00;45.90;7792.28;
10/08/2026;9;37985.20;-47624.51;2071.75;8736.27;4568.50;239.00;7512.50;2.40;831.59;0;0.00;892.43;0;0;4.74;0;1449.30;2618.58;94.98;0;0;235.63;8527.94;0.00;0;0;4.25;146.00;48.90;11737.78;
10/08/2026;10;37455.38;-49874.65;2069.67;8846.30;4768.79;239.00;6866.40;3.10;810.33;0;0.00;899.37;0;0;4.74;0;1323.97;2763.82;89.82;0;0;222.28;8347.70;0.00;0;0;4.25;146.00;49.40;14575.83;
10/08/2026;11;37904.85;-51611.56;2376.61;8814.84;4790.59;239.00;7550.80;3.60;790.72;0;0.00;906.81;0;0;4.74;0;1366.30;2835.44;90.15;0;0;126.59;7808.82;0.00;0;0;4.00;146.00;49.40;16074.33;
10/08/2026;12;36850.25;-51111.22;2352.44;8892.76;4676.10;239.00;7284.90;3.60;761.73;0;0.00;906.18;0;0;4.74;0;1240.23;2796.05;88.17;0;0;42.65;7361.86;0.00;0;0;4.00;146.00;49.40;16513.09;
10/08/2026;13;38404.25;-52500.70;2361.90;9055.96;4862.00;239.00;8223.00;2.90;735.74;0;0.00;905.12;0;0;4.67;0;1256.60;2789.85;93.09;0;0;84.39;7589.79;0.00;0;0;4.40;146.00;49.40;16046.08;
10/08/2026;14;40951.10;-53664.54;3068.91;9316.18;4885.79;239.00;8625.50;2.40;713.52;0;0.00;901.97;0;0;4.39;0;1393.46;2726.65;93.42;0;0;189.96;8589.51;0.00;0;0;4.60;146.00;49.40;14697.55;
10/08/2026;15;43459.42;-53747.58;3348.77;9517.01;4713.90;239.00;8768.00;1.60;702.29;0;0.00;893.93;0;0;4.74;0;1360.86;2553.15;92.22;0;0;153.49;10911.62;0.00;0;0;4.50;146.00;47.90;12448.48;
10/08/2026;16;46484.63;-53064.62;4851.22;9651.16;4733.30;239.00;8759.50;0.60;693.88;0;0.00;878.04;0;0;3.89;0;1490.75;2306.79;95.71;0;0;150.15;12409.34;0.00;0;0;4.40;146.00;70.90;9270.99;
